character,count,selected_count,train_count,test_count,val_count,id
Swire,201,184,147,18,19,1789
Ijichi Nijika,196,184,147,18,19,1790
Tomori Nao,193,184,147,18,19,1791
Loki Laufeyson,328,183,146,18,19,1792
Joseph Joestar,262,183,146,18,19,1793
Millhiore Firianno Biscotti,217,183,146,18,19,1794
Nakamura Yuri,207,183,146,18,19,1795
Cure Soleil,203,183,146,18,19,1796
Sonoda Chiyoko,196,183,146,18,19,1797
Hiyama Kiyoteru,260,182,146,18,18,1798
Kaitou Kid,259,182,146,18,18,1799
Hoshiguma Yuugi,219,182,146,18,18,1800
Shirai Kuroko,215,182,146,18,18,1801
Ruler (Saint Martha),200,182,146,18,18,1802
Kula Diamond,193,182,146,18,18,1803
Kenneth McCormick,269,181,145,18,18,1804
Kotomine Kirei,267,181,145,18,18,1805
Octoling,267,181,145,18,18,1806
Ibarahime (SINoALICE),248,181,145,18,18,1807
Vox Akuma,223,181,145,18,18,1808
Thoma,218,181,145,18,18,1809
Makoto Nanaya,209,181,145,18,18,1810
Kaguya Madoka,197,181,145,18,18,1811
Yukikaze Panettone,195,181,145,18,18,1812
Umikaze (Kantai Collection),189,181,145,18,18,1813
Jean Kirschstein,292,180,144,18,18,1814
Hoozuki (Hoozuki no Reitetsu),292,180,144,18,18,1815
Shishiou,254,180,144,18,18,1816
Biscuit Krueger,238,180,144,18,18,1817
Winry Rockbell,230,180,144,18,18,1818
Hyakuya Mikaela,220,180,144,18,18,1819
Belle (Zenless Zone Zero),216,180,144,18,18,1820
Namazuo Toushirou,206,180,144,18,18,1821
Yukoku Kiriko,186,180,144,18,18,1822
Almond Eye,183,180,144,18,18,1823
Sylveon,443,179,143,18,18,1824
Antarcticite,271,179,143,18,18,1825
Niche,258,179,143,18,18,1826
Alois Trancy,254,179,143,18,18,1827
Lancer (Medusa),215,179,143,18,18,1828
Sakuma Rei (Ensemble Stars!),205,179,143,18,18,1829
Saten Ruiko,194,179,143,18,18,1830
Noshiro,190,179,143,18,18,1831
Matou Kariya,236,178,142,18,18,1832
Japan (Female),222,178,142,18,18,1833
Kuja,215,178,142,18,18,1834
Araragi Karen,205,178,142,18,18,1835
Kanzaki H Aria,203,178,142,18,18,1836
Sheffield,190,178,142,18,18,1837
Hanazono Tae,188,178,142,18,18,1838
Dragonmaid Parla,187,178,142,18,18,1839
Uzui Tengen,267,177,142,18,17,1840
Qi Yu,217,177,142,18,17,1841
Bulma Briefs,213,177,142,18,17,1842
Asahina Mirai,213,177,142,18,17,1843
Yuffie Kisaragi,202,177,142,18,17,1844
Cure ﾃ・toile,202,177,142,18,17,1845
Manticore (Arknights),197,177,142,18,17,1846
Nagomi Yui,195,177,142,18,17,1847
Eria the Water Charmer,191,177,142,18,17,1848
Assassin (Katou Danzou),186,177,142,18,17,1849
Hong Kong,253,176,141,18,17,1850
Kiryu Kyousuke,252,176,141,18,17,1851
Hiramitsu Hinata,214,176,141,18,17,1852
Hatoba Tsugu,189,176,141,18,17,1853
Fukuwa,329,175,140,18,17,1854
Roromiya Karuta,216,175,140,18,17,1855
Orangina-tan,208,175,140,18,17,1856
May (Guilty Gear),204,175,140,18,17,1857
Archer (Billy the Kid),202,175,140,18,17,1858
Akiyama Yukari,200,175,140,18,17,1859
Kurodani Yamame,200,175,140,18,17,1860
Toshiba Emi,196,175,140,18,17,1861
Frederica Bernkastel,195,175,140,18,17,1862
Hikami Sumire,191,175,140,18,17,1863
Cygnet,181,175,140,18,17,1864
Genﾃｩ (PSO2),181,175,140,18,17,1865
Xanxus,298,174,139,17,18,1866
Cotton Candy Cookie,248,174,139,17,18,1867
Kusakabe Shinra,247,174,139,17,18,1868
Jade Harley,247,174,139,17,18,1869
Akita Neru,225,174,139,17,18,1870
Tsunami Jousuke,218,174,139,17,18,1871
Pixiv-tan,208,174,139,17,18,1872
Niou Masaharu,208,174,139,17,18,1873
Arisugawa Otome,207,174,139,17,18,1874
Cure Earth,206,174,139,17,18,1875
Hirako Shinji,269,173,138,17,18,1876
Seto Kousuke,248,173,138,17,18,1877
Higashiyama Kobeni,234,173,138,17,18,1878
Penny Crygor,226,173,138,17,18,1879
Mikage Kojirou,224,173,138,17,18,1880
Ex Keine,208,173,138,17,18,1881
Nijino Yume,205,173,138,17,18,1882
Neeko (League of Legends),205,173,138,17,18,1883
Kasugano Urara,204,173,138,17,18,1884
Li Syaoran,199,173,138,17,18,1885
Ryuu (Street Fighter),195,173,138,17,18,1886
Dark Dream,188,173,138,17,18,1887
Moon Cancer (Sessyoin Kiara),187,173,138,17,18,1888
Rossweisse,183,173,138,17,18,1889
Kishibe Rohan,244,172,138,17,17,1890
Hazama,234,172,138,17,17,1891
Kamiki Izumo,233,172,138,17,17,1892
Ayatsuji Tsukasa,214,172,138,17,17,1893
Merry Nightmare,207,172,138,17,17,1894
Yuni (Precure),204,172,138,17,17,1895
Takamaki Anne,202,172,138,17,17,1896
Raora Panthera,188,172,138,17,17,1897
Fujibayashi Kyou,185,172,138,17,17,1898
Yahiro Mio,180,172,138,17,17,1899
Dunkerque,179,172,138,17,17,1900
Kasuga Tsubaki,178,172,138,17,17,1901
Asta (Black Clover),266,171,137,17,17,1902
Iida (Splatoon),214,171,137,17,17,1903
Nachi (Kantai Collection),194,171,137,17,17,1904
Kirisaki Chitoge,193,171,137,17,17,1905
Angel Dust,1108,170,136,17,17,1906
Oz Vessalius,238,170,136,17,17,1907
Captain Syrup,228,170,136,17,17,1908
Arisugawa Himari,218,170,136,17,17,1909
Oda Nobukatsu (Fate/Grand Order),202,170,136,17,17,1910
Cure MaChﾃｩrie,201,170,136,17,17,1911
Zidane Tribal,197,170,136,17,17,1912
Okusawa Misaki,197,170,136,17,17,1913
Cure Fortune,194,170,136,17,17,1914
Sophie (Tales of Graces),194,170,136,17,17,1915
Shikanoin Heizou,187,170,136,17,17,1916
Ichijou Ririka,181,170,136,17,17,1917
Sai,301,169,135,17,17,1918
Manjoume Jun,253,169,135,17,17,1919
Splendid (HTF),234,169,135,17,17,1920
Ikaros,217,169,135,17,17,1921
Kaminari Denki,214,169,135,17,17,1922
Mysta Rias,205,169,135,17,17,1923
Mistorene Callus,193,169,135,17,17,1924
Kirishima (Kantai Collection),185,169,135,17,17,1925
Rider (Saint Martha),180,169,135,17,17,1926
Avenger (Kama),179,169,135,17,17,1927
Ratna Petit,175,169,135,17,17,1928
Kougami Shinya,249,168,134,17,17,1929
Sea Fairy Cookie,246,168,134,17,17,1930
Kirigakure Shura,208,168,134,17,17,1931
Twilight (Pretty Cure),200,168,134,17,17,1932
Earth-chan,193,168,134,17,17,1933
Loid Forger,191,168,134,17,17,1934
Huang Lingyin,184,168,134,17,17,1935
Miyazono Kaori,180,168,134,17,17,1936
Ise (Kantai Collection),177,168,134,17,17,1937
Crona,302,167,134,17,16,1938
Jinguuji Jakurai,204,167,134,17,16,1939
Kagemori Michiru,201,167,134,17,16,1940
Sonozaki Mion,194,167,134,17,16,1941
Honma Himawari,180,167,134,17,16,1942
Yurizono Seia,179,167,134,17,16,1943
Kurumi Noah,177,167,134,17,16,1944
Shiratsuyu (Kantai Collection),173,167,134,17,16,1945
Marcille Donato,227,166,133,17,16,1946
Saryuu Evan,221,166,133,17,16,1947
Tsukishima Kei,215,166,133,17,16,1948
Toramaru Shou,212,166,133,17,16,1949
Gwendolyn (Odin Sphere),199,166,133,17,16,1950
Itsuka Kotori,195,166,133,17,16,1951
Heroine (AMNESIA),195,166,133,17,16,1952
Kagayaki Homare,195,166,133,17,16,1953
Midrash no Caster,187,166,133,17,16,1954
Nero (Mahoutsukai no Yakusoku),182,166,133,17,16,1955
Futaba Sana,180,166,133,17,16,1956
Shanks,244,165,132,16,17,1957
Ikari Shinji,236,165,132,16,17,1958
Asakura Hao,236,165,132,16,17,1959
Toma (AMNESIA),210,165,132,16,17,1960
Tsukimiya Ringo,201,165,132,16,17,1961
Takamura Yui,192,165,132,16,17,1962
Emilie de Rochefort,189,165,132,16,17,1963
Fuwa Kokone,187,165,132,16,17,1964
Fuyajou no Assassin,187,165,132,16,17,1965
Haruyanaginomiya Sakura,176,165,132,16,17,1966
Sawatari Shingo,244,164,131,16,17,1967
Aigami,197,164,131,16,17,1968
Ace Trappola,193,164,131,16,17,1969
Iwanaga Kotoko,183,164,131,16,17,1970
Neko Musume,181,164,131,16,17,1971
Kujou Karen (Kiniro Mosaic),179,164,131,16,17,1972
Ujimatsu Chiya,174,164,131,16,17,1973
Tenjouin Katsura,173,164,131,16,17,1974
Kyubee,366,163,130,16,17,1975
Cure Spicy,243,163,130,16,17,1976
Maou (Maoyu Maou Yusha),201,163,130,16,17,1977
Kasai Amane,196,163,130,16,17,1978
Iroha (Samurai Spirits),187,163,130,16,17,1979
Bismarck,184,163,130,16,17,1980
Nearl,184,163,130,16,17,1981
Ghislaine Dedoldia,184,163,130,16,17,1982
Sakurai Momoka (Idolmaster),182,163,130,16,17,1983
Alice (NIKKE),180,163,130,16,17,1984
Abe Nana,174,163,130,16,17,1985
Nekonoki Mochi,174,163,130,16,17,1986
Tachibana Hinano,170,163,130,16,17,1987
Nero (Devil May Cry),230,162,130,16,16,1988
Utatane Piko,211,162,130,16,16,1989
Shiny Luminous,210,162,130,16,16,1990
Caren Hortensia,201,162,130,16,16,1991
Sakamaki Ayato,197,162,130,16,16,1992
Kaidou Minami,195,162,130,16,16,1993
Beast VI/S,195,162,130,16,16,1994
Euryale (Fate/hollow ataraxia),175,162,130,16,16,1995
Abukuma (Kantai Collection),173,162,130,16,16,1996
Crow Hogan,249,161,129,16,16,1997
Vil Schoenheit,204,161,129,16,16,1998
Ike Eveland,197,161,129,16,16,1999
Niijima Makoto,193,161,129,16,16,2000
Wriothesley,189,161,129,16,16,2001
Cure Friendy,178,161,129,16,16,2002
Kita Ikuyo,177,161,129,16,16,2003
Suou Tsukasa,177,161,129,16,16,2004
Nagato (Azur Lane),177,161,129,16,16,2005
Rachel Gardner,174,161,129,16,16,2006
I-8 (Kantai Collection),169,161,129,16,16,2007
Taiki Shuttle,166,161,129,16,16,2008
Archer (Artoria Pendragon),164,161,129,16,16,2009
Assassin (Tezcatlipoca),263,160,128,16,16,2010
Alter Ego (Larva Tiamat),191,160,128,16,16,2011
Caster (Leonardo da Vinci),188,160,128,16,16,2012
Ais Wallenstein,182,160,128,16,16,2013
Sigewinne,181,160,128,16,16,2014
Miorine Rembran,176,160,128,16,16,2015
Yamato Iori,174,160,128,16,16,2016
Candace,170,160,128,16,16,2017
Jervis (Kantai Collection),169,160,128,16,16,2018
Nezu (Pokﾃｩmon),276,159,127,16,16,2019
Severus Snape,246,159,127,16,16,2020
Suzuya Juuzou,224,159,127,16,16,2021
Felicita,206,159,127,16,16,2022
Lucy (Zenless Zone Zero),203,159,127,16,16,2023
96neko,194,159,127,16,16,2024
Kurokawa Eren,192,159,127,16,16,2025
Atobe Keigo,191,159,127,16,16,2026
Mobius,187,159,127,16,16,2027
Kanbaru Suruga,180,159,127,16,16,2028
Millia Rage,176,159,127,16,16,2029
Konomi Yui,174,159,127,16,16,2030
Wakana Shiki,172,159,127,16,16,2031
Togame Momoko,171,159,127,16,16,2032
Natsume Iroha,162,159,127,16,16,2033
Munakata Reisi,213,158,126,16,16,2034
Shirahoshi,204,158,126,16,16,2035
Leaf (Pokﾃｩmon),197,158,126,16,16,2036
Riven,189,158,126,16,16,2037
Anila (Granblue Fantasy),178,158,126,16,16,2038
Lilith Aensland,173,158,126,16,16,2039
Nishizumi Shiho,169,158,126,16,16,2040
Spider-Gwen,220,157,126,16,15,2041
Sakamaki Shuu,206,157,126,16,15,2042
Rider (Quetzalcoatl),191,157,126,16,15,2043
Euphemia li Britannia,183,157,126,16,15,2044
Oosuki Mamako,181,157,126,16,15,2045
Sekishiro Mico,181,157,126,16,15,2046
Elf no Elu,172,157,126,16,15,2047
Myoukou (Kantai Collection),171,157,126,16,15,2048
Aston Machan,171,157,126,16,15,2049
Nekota Tsuna,170,157,126,16,15,2050
Kamiya Nao,160,157,126,16,15,2051
Kiryuu Zero,248,156,125,16,15,2052
Kuronuma Sawako,234,156,125,16,15,2053
Amemiya Taiyou,218,156,125,16,15,2054
Shimura Shinpachi,207,156,125,16,15,2055
Yuugiri (Zombieland Saga),193,156,125,16,15,2056
Yato (Noragami),193,156,125,16,15,2057
Mukami Kou,191,156,125,16,15,2058
Siesta (Tantei wa Mou Shindeiru),188,156,125,16,15,2059
Mirajane Strauss,187,156,125,16,15,2060
KOS-MOS,185,156,125,16,15,2061
Sakuma Ritsu,182,156,125,16,15,2062
Yatsuhana Lancer,173,156,125,16,15,2063
Kubira (Granblue Fantasy),170,156,125,16,15,2064
Noire (Choujigen Game Neptune),170,156,125,16,15,2065
Black Hanekawa,169,156,125,16,15,2066
Kusuriuri,304,155,124,16,15,2067
Belldandy,235,155,124,16,15,2068
Kirishima Eijirou,224,155,124,16,15,2069
Denmark,220,155,124,16,15,2070
Saber (Gawain),216,155,124,16,15,2071
Riku (Kingdom Hearts),206,155,124,16,15,2072
Chu WanNing,205,155,124,16,15,2073
Ukyo (AMNESIA),203,155,124,16,15,2074
Rapunzel (Tangled),199,155,124,16,15,2075
Harada Sanosuke (Hakuouki),197,155,124,16,15,2076
Owen (Mahoutsukai no Yakusoku),196,155,124,16,15,2077
Yuni,188,155,124,16,15,2078
Tsukinaga Leo,184,155,124,16,15,2079
Gotland (Kantai Collection),170,155,124,16,15,2080
Inuyama Aoi,169,155,124,16,15,2081
Vietnam,221,154,123,15,16,2082
Zhao Yun,216,154,123,15,16,2083
Unohana Retsu,197,154,123,15,16,2084
Sasha Braus,196,154,123,15,16,2085
Irisviel von Einzbern,187,154,123,15,16,2086
Anceril Sacred,183,154,123,15,16,2087
Hex Maniac,179,154,123,15,16,2088
Taneshima Popura,179,154,123,15,16,2089
Teruzuki (Kantai Collection),158,154,123,15,16,2090
Au Ra,207,153,122,15,16,2091
Cure Mofurun,193,153,122,15,16,2092
Manami Sangaku,189,153,122,15,16,2093
Nami (League of Legends),188,153,122,15,16,2094
Azul Ashengrotto,187,153,122,15,16,2095
Tachibana Hibiki,185,153,122,15,16,2096
Takemi Tae,183,153,122,15,16,2097
Morinaka Kazaki,175,153,122,15,16,2098
Fleura (Pokﾃｩmon),172,153,122,15,16,2099
Melantha,162,153,122,15,16,2100
Furutaka (Kantai Collection),161,153,122,15,16,2101
Akashi (Kantai Collection),159,153,122,15,16,2102
Gardevoir,281,152,122,15,15,2103
Flamebringer,243,152,122,15,15,2104
VY2,233,152,122,15,15,2105
Galo Thymos,215,152,122,15,15,2106
Kuzuha (VTuber),193,152,122,15,15,2107
Virtuosa,189,152,122,15,15,2108
Yamabuki Inori,186,152,122,15,15,2109
Higekiri,185,152,122,15,15,2110
Panther (Persona 5),181,152,122,15,15,2111
Ignis Scientia,180,152,122,15,15,2112
Yunli,174,152,122,15,15,2113
Uehara Himari,164,152,122,15,15,2114
Hagikaze (Kantai Collection),161,152,122,15,15,2115
Alucard (Hellsing),382,151,121,15,15,2116
Dabi,234,151,121,15,15,2117
Ishida Mitsunari (Sengoku Basara),232,151,121,15,15,2118
Belphegor,232,151,121,15,15,2119
Finland,211,151,121,15,15,2120
Akagi Towa,195,151,121,15,15,2121
Yatogami Kuroh,191,151,121,15,15,2122
Red Riding Hood (Character),189,151,121,15,15,2123
Shirota Mitsuki,181,151,121,15,15,2124
Aki Rosenthal,180,151,121,15,15,2125
Moroboshi Kirari,175,151,121,15,15,2126
Lucifer (Helltaker),171,151,121,15,15,2127
Cyan (Show by Rock!!),169,151,121,15,15,2128
Aoyama Sumika,166,151,121,15,15,2129
Tanigawa Kanna,165,151,121,15,15,2130
Yamada Ryou,165,151,121,15,15,2131
Saber (Elizabeth Bathory),162,151,121,15,15,2132
Isuzu Ren,159,151,121,15,15,2133
Mario (Character),288,150,120,15,15,2134
Son Gohan,266,150,120,15,15,2135
Pinkie Pie,215,150,120,15,15,2136
Yellow (Pokﾃｩmon Special),198,150,120,15,15,2137
Kuno Kodachi,191,150,120,15,15,2138
Neuvillette,188,150,120,15,15,2139
Yamada Aoi,168,150,120,15,15,2140
May (Gundam Build Divers),164,150,120,15,15,2141
Sanshokuin Sumireko,163,150,120,15,15,2142
Rindou Mikoto,162,150,120,15,15,2143
Vira (Granblue Fantasy),161,150,120,15,15,2144
Zeta (Granblue Fantasy),160,150,120,15,15,2145
Pretender (Tlaloc),160,150,120,15,15,2146
August von Parseval,156,150,120,15,15,2147
Yoru (Chainsaw Man),236,149,119,15,15,2148
Jade Leech,189,149,119,15,15,2149
Shen Xinghui,187,149,119,15,15,2150
Madoka Aguri,184,149,119,15,15,2151
Sawaizumi Chiyu,180,149,119,15,15,2152
Purah,175,149,119,15,15,2153
Takara Miyuki,174,149,119,15,15,2154
Noelle Silva,172,149,119,15,15,2155
Mizukamiya Seiryuu,172,149,119,15,15,2156
Hiiragi Shinoa,171,149,119,15,15,2157
Irene (Kanniiepan),159,149,119,15,15,2158
Nanami Kento,230,148,118,15,15,2159
Suoh Mikoto,226,148,118,15,15,2160
Luo BingHe,222,148,118,15,15,2161
Emiya Kiritsugu,203,148,118,15,15,2162
Cure Fontaine,190,148,118,15,15,2163
Hiiragi Tsukasa,179,148,118,15,15,2164
Hyakuya Yuuichirou,177,148,118,15,15,2165
Ootori Emu,176,148,118,15,15,2166
Tategami Aoi,174,148,118,15,15,2167
Purple Heart,163,148,118,15,15,2168
Liskarm,159,148,118,15,15,2169
Soraru,210,147,118,15,14,2170
Hakuryuu (Inazuma Eleven),206,147,118,15,14,2171
Cream Puff Cookie,193,147,118,15,14,2172
Aventurine,191,147,118,15,14,2173
Claude von Regan,182,147,118,15,14,2174
Kuonji Alice,182,147,118,15,14,2175
Emma (Yakusoku no Neverland),177,147,118,15,14,2176
Anby Demara,168,147,118,15,14,2177
Saint Louis,167,147,118,15,14,2178
Nishizumi Maho,165,147,118,15,14,2179
Wonder Woman,165,147,118,15,14,2180
Riesz,163,147,118,15,14,2181
Hoshino Fumina,162,147,118,15,14,2182
Nightmare (Arknights),161,147,118,15,14,2183
Mei (Overwatch),161,147,118,15,14,2184
Satono Crown,150,147,118,15,14,2185
Gouenji Shuuya,221,146,117,15,14,2186
Rex Lapis,182,146,117,15,14,2187
Usami Ichika,179,146,117,15,14,2188
Zaizen Aoi,179,146,117,15,14,2189
Katsuragi Misato,177,146,117,15,14,2190
Tobiichi Origami,173,146,117,15,14,2191
Ashe (League of Legends),172,146,117,15,14,2192
Sakazaki Yuri,170,146,117,15,14,2193
Narberal Gamma,166,146,117,15,14,2194
Weedy,160,146,117,15,14,2195
Azuma Lim,159,146,117,15,14,2196
Rider (Da Vinci-chan),157,146,117,15,14,2197
Sweden,248,145,116,14,15,2198
Leon Scott Kennedy,204,145,116,14,15,2199
Rachel Alucard,193,145,116,14,15,2200
Ruler (Qin Shi Huang),178,145,116,14,15,2201
Amakusa Shirou Tokisada,174,145,116,14,15,2202
Kinoshita Hideyoshi,173,145,116,14,15,2203
Nakatsu Shizuru,159,145,116,14,15,2204
Suzunari Shizuku,147,145,116,14,15,2205
Nikkari Aoe,200,144,115,14,15,2206
Danua (Granblue Fantasy),198,144,115,14,15,2207
Koujaku,195,144,115,14,15,2208
Kan'u Unchou,187,144,115,14,15,2209
Ichinose Honami (Youkoso),185,144,115,14,15,2210
Irelia,170,144,115,14,15,2211
Sky Striker Ace - Roze,159,144,115,14,15,2212
Kiyoshimo (Kantai Collection),156,144,115,14,15,2213
Lyria (Granblue Fantasy),154,144,115,14,15,2214
Kurata Mashiro,151,144,115,14,15,2215
Yorigami Shion,150,144,115,14,15,2216
Narita Top Road,147,144,115,14,15,2217
Yorumi Rena,146,144,115,14,15,2218
Jiang Cheng,226,143,114,14,15,2219
Okkotsu Yuuta,218,143,114,14,15,2220
Kanae (VTuber),182,143,114,14,15,2221
Akimoto Komachi,178,143,114,14,15,2222
Rebecca (Cyberpunk: Edgerunners),177,143,114,14,15,2223
Ruggie Bucchi,171,143,114,14,15,2224
Rapunzel (SINoALICE),166,143,114,14,15,2225
Rider (Mordred),165,143,114,14,15,2226
Space Ereshkigal,163,143,114,14,15,2227
Berserker (Atalanta Alter),157,143,114,14,15,2228
Kuonji Ukyou,156,143,114,14,15,2229
Whisperain,154,143,114,14,15,2230
DSR-50 (Girls Frontline),153,143,114,14,15,2231
Chosokabe Motochika (Sengoku Basara),209,142,114,14,14,2232
Oliver (VOCALOID),182,142,114,14,14,2233
Jamil Viper,180,142,114,14,14,2234
Hiura Kirina,157,142,114,14,14,2235
Asuna (ALO),150,142,114,14,14,2236
Aizawa Shouta,241,141,113,14,14,2237
Mello,194,141,113,14,14,2238
Lala Satalin Deviluke,191,141,113,14,14,2239
Squall Leonhart,178,141,113,14,14,2240
Kotone (Pokﾃｩmon),172,141,113,14,14,2241
Roll (Rockman),165,141,113,14,14,2242
Kinose Azusa,162,141,113,14,14,2243
Index,154,141,113,14,14,2244
Hokko Tarumae,145,141,113,14,14,2245
Ranni the Witch,263,140,112,14,14,2246
Akira (TNC),189,140,112,14,14,2247
Sugawara Koushi,187,140,112,14,14,2248
Mayuzumi Kai,183,140,112,14,14,2249
Caesar Anthonio Zeppeli,182,140,112,14,14,2250
Floyd Leech,180,140,112,14,14,2251
Caster (Fate/EXTRA CCC),177,140,112,14,14,2252
Imanotsurugi,171,140,112,14,14,2253
Nanobana Kinako,171,140,112,14,14,2254
Hina Ichigo,170,140,112,14,14,2255
Ningyou Hime (SINoALICE),169,140,112,14,14,2256
Sariya (Fire Emblem),150,140,112,14,14,2257
Sasaki Saren,148,140,112,14,14,2258
Jintsuu (Kantai Collection),147,140,112,14,14,2259
Kisaragi (Azur Lane),144,140,112,14,14,2260
Fukumaru Koito,142,140,112,14,14,2261
Yuki Cross,239,139,111,14,14,2262
Gilbert Nightray,212,139,111,14,14,2263
Valkyrie (Valkyrie no Densetsu),185,139,111,14,14,2264
Hinata Hajime,181,139,111,14,14,2265
Higurashi Kagome,169,139,111,14,14,2266
Assassin (Charlotte Corday),160,139,111,14,14,2267
Ashido Mina,160,139,111,14,14,2268
Morishima Haruka,158,139,111,14,14,2269
Suzukaze Aoba,157,139,111,14,14,2270
Charlotte (Genshin Impact),151,139,111,14,14,2271
Nia (Granblue Fantasy),147,139,111,14,14,2272
Pneuma,145,139,111,14,14,2273
Suzuhara Lulu,145,139,111,14,14,2274
Matsuno Karamatsu,222,138,110,14,14,2275
Avenger (Antonio Salieri),216,138,110,14,14,2276
Kira Yoshikage,215,138,110,14,14,2277
Kumoi Ichirin,208,138,110,14,14,2278
Kurama,195,138,110,14,14,2279
Tieria Erde,189,138,110,14,14,2280
Dokugamine Riruka,189,138,110,14,14,2281
Amagi Yukiko,184,138,110,14,14,2282
Vinsmoke Reiju,173,138,110,14,14,2283
Hanami Kotoha,172,138,110,14,14,2284
Suzugamori Ren,171,138,110,14,14,2285
Sagihara Sakyou,170,138,110,14,14,2286
Sailor Cosmos,170,138,110,14,14,2287
Shiina Mayuri,169,138,110,14,14,2288
Kotegawa Yui,163,138,110,14,14,2289
Neopolitan (RWBY),155,138,110,14,14,2290
Jack-O' Valentine,154,138,110,14,14,2291
Mikamo Neru,150,138,110,14,14,2292
Hyuuga (Kantai Collection),147,138,110,14,14,2293
Chikuma (Kantai Collection),140,138,110,14,14,2294
Turkey,234,137,110,14,13,2295
Ishida Uryuu,215,137,110,14,13,2296
Alluka Zoldyck,199,137,110,14,13,2297
Vaati,180,137,110,14,13,2298
Toshinou Kyouko,160,137,110,14,13,2299
Kirisu Mafuyu,155,137,110,14,13,2300
Udagawa Ako,151,137,110,14,13,2301
Kirito (GGO),150,137,110,14,13,2302
Honebami Toushirou,150,137,110,14,13,2303
Wakamiya Eve,149,137,110,14,13,2304
Mew Mint,147,137,110,14,13,2305
Jiang Wei,188,136,109,14,13,2306
Sunday,181,136,109,14,13,2307
Morgana (League of Legends),177,136,109,14,13,2308
Dark Precure,173,136,109,14,13,2309
Ciel (Tsukihime),172,136,109,14,13,2310
Doremy Sweet,168,136,109,14,13,2311
Kagari Atsuko,164,136,109,14,13,2312
Aisaki Emiru,162,136,109,14,13,2313
Setsuna F. Seiei,161,136,109,14,13,2314
Minato Tomoka,157,136,109,14,13,2315
Rufure (Female) (Fire Emblem),152,136,109,14,13,2316
Kazuno Leah,151,136,109,14,13,2317
Firo (Tate no Yuusha no Nariagari),150,136,109,14,13,2318
Hinata Kaho,150,136,109,14,13,2319
Sussurro,145,136,109,14,13,2320
Gavial (Arknights),145,136,109,14,13,2321
Vegeta,231,135,108,14,13,2322
Nara Shikamaru,218,135,108,14,13,2323
Felicia,188,135,108,14,13,2324
Kougami Ryouken,178,135,108,14,13,2325
Riza Hawkeye,177,135,108,14,13,2326
Playmaker,174,135,108,14,13,2327
Blackberry Cookie,172,135,108,14,13,2328
Yokune Ruko,169,135,108,14,13,2329
Kisaragi Jin,168,135,108,14,13,2330
Fubuki Atsuya,168,135,108,14,13,2331
Figaro (Mahoutsukai no Yakusoku),159,135,108,14,13,2332
Pauline,154,135,108,14,13,2333
Asukawa Taiyou,153,135,108,14,13,2334
Kousaka Reina,148,135,108,14,13,2335
Kongou Iroha,147,135,108,14,13,2336
Onitsuka Natsumi,147,135,108,14,13,2337
Terumii Mei,146,135,108,14,13,2338
Kalim Al-Asim,146,135,108,14,13,2339
Honda Mio,145,135,108,14,13,2340
Beatrix (Granblue Fantasy),141,135,108,14,13,2341
Sakura Chiyono O,139,135,108,14,13,2342
Karkat Vantas,226,134,107,13,14,2343
Adachi Tohru,207,134,107,13,14,2344
Yamazaki Sosuke,203,134,107,13,14,2345
